"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"574","MOLI","Madusari Murni Indah Tbk.","--M-2100000000B111------------","242","0","26 Apr 2024","0","246","232","240","-2","186200","44424600","217","48.1","240","6400","232","41800","2724036581","2724036581","365838113","15100","0","0","0","0"
"575","MORA","Mora Telematika Indonesia Tbk.","--M-1135000000J311------------","460","0","26 Apr 2024","0","460","454","456","-4","267700","121777000","14","115.2","456","1000","454","278000","23646668691","23646668691","2525464216","16500","0","0","0","0"
"576","MPIX","Mitra Pedagang Indonesia Tbk.","--U-2130000000I111------------","79","0","26 Apr 2024","0","79","72","72","-7","12272600","923061100","1184","26.9","73","62200","72","241600","1562500000","312500000","181250000","127100","21400","0","0","0"
"577","MPMX","Mitra Pinasthika Mustika Tbk.","--S-1875FHG000E745------------","1000","0","26 Apr 2024","0","1005","985","990","-10","7087500","7024656500","2819","66","990","36800","985","1005900","4462963276","4462963276","1471885288","2959700","400","0","0","0"
"578","MPOW","Megapower Makmur Tbk.","--U-2130000000J411------------","50","0","26 Apr 2024","0","50","50","50","0","3300","165000","4","25","50","867700","0","0","816997053","816997053","217402916","0","0","0","0","0"
"579","MPPA","Matahari Putra Prima Tbk.","--U-1130000000D113------------","50","0","26 Apr 2024","0","50","50","50","0","351300","17565000","24","21","50","42163800","0","0","12966640084","12966640084","4740603615","0","100","0","0","0"
"580","MPRO","Maha Properti Indonesia Tbk.","--U-2105000000H111------------","1600","0","26 Apr 2024","0","1695","1600","1600","0","2800","4524000","14","1454.5","1610","600","1600","300","9942500000","9942500000","1914925500","1000","0","0","0","0"
"581","MPXL","MPX Logistics International Tbk.","--U-2130000000K211------------","148","0","26 Apr 2024","0","151","135","136","-12","36106000","5078510900","2370","125.9","137","7000","136","75900","2000007045","1997229245","400001161","5312600","2068000","0","0","0"
"582","MRAT","Mustika Ratu Tbk.","--U-1130000000D421---L--------","404","0","26 Apr 2024","0","406","396","400","-4","835600","335519200","87","61.5","402","100","400","6600","428000000","428000000","97798000","0","0","0","0","0"
"583","MREI","Maskapai Reasuransi Indonesia Tbk.","--U-2100000000G414------------","1300","0","26 Apr 2024","0","1290","1290","1290","-10","500","645000","3","117","1290","115400","1125","3500","517791681","517791681","303218808","0","0","0","0","0"
"584","MSIE","Multisarana Intan Eduka Tbk.","--U-3000000000H111------------","21","0","26 Apr 2024","0","23","21","22","1","1947300","42714200","70","22","22","15200","21","672000","1460002798","360002798","0","0","0","0","0","0"
"585","MSIN","MNC Digital Entertainment Tbk.","--U-1105000000E621------------","2900","0","26 Apr 2024","0","2900","2870","2900","0","145000","418792000","134","1160","2900","39400","2890","700","12135235641","12135235641","2027797876","105400","134500","0","0","0"
"586","MSJA","Multi Spunindo Jaya Tbk.","--U-1130000000D421------------","282","0","26 Apr 2024","0","288","278","282","0","11933300","3372222200","339","94","282","7600","280","45600","5882352900","2752352900","882352935","63500","867300","0","0","0"
"587","MSKY","MNC Sky Vision Tbk.","--U-1130000000E613------------","62","0","26 Apr 2024","0","67","61","61","-1","10318800","654542300","499","4","62","1600","61","1432200","1994370480","1994370480","538878904","770100","25800","0","0","0"
"588","MSTI","Mastersystem Infotama Tbk.","--M-1130000000I211------------","1450","0","26 Apr 2024","0","1490","1435","1445","-5","227900","330515500","419","106.6","1450","40000","1435","4000","3138823600","3138823600","470823540","13000","0","0","0","0"
"589","MTDL","Metrodata Electronics Tbk.","--S-1135000000I221------------","575","0","26 Apr 2024","0","580","555","580","5","8832900","5030821500","793","5214","580","137000","570","5000","12276884585","12276884585","4366887847","3756000","6345100","0","0","0"
"590","MTEL","Dayamitra Telekomunikasi Tbk.","--MO1U32R54000J321------------","585","585","26 Apr 2024","580","585","575","580","-5","19974700","11560053000","1679","72.5","580","925400","575","2707100","83552719544","83552719544","12984092617","12227000","12483600","0","0","0"
"591","MTFN","Capitalinc Investment Tbk.","--U-4105000000A112-E-L-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","1.3","0","0","0","0","31842082852","31842082852","17487671902","0","0","249000000","7470000000","1"
"592","MTLA","Metropolitan Land Tbk.","--U-1135000000H111------------","386","0","26 Apr 2024","0","388","378","386","0","36400","13871200","23","162.3","386","9400","378","12100","7655126330","7655126330","2378447751","1300","0","0","0","0"
"593","MTMH","Murni Sadar Tbk.","--M-1835000000F121------------","1180","0","26 Apr 2024","0","1180","1155","1180","0","4599100","5333918500","373","92.2","1180","74900","1175","67800","2068526950","2068526950","266839977","416500","283100","0","0","0"
"594","MTPS","Meta Epsi Tbk.","--U-4100000000J211-----------X","5","0","26 Apr 2024","0","6","5","6","1","67700","370600","10","1.9","6","152900","5","2781400","2084850829","2084850829","627123129","0","0","0","0","0"
"595","MTRA","Mitra Pemuda Tbk.","--U-4100000000J211-EDL---Y---X","244","0","26 Apr 2024","0","0","0","244","0","0","0","0","131.9","0","0","0","0","770000000","770000000","170016000","0","0","0","0","0"
"596","MTSM","Metro Realty Tbk.","--U-4130000000H111-----------X","77","0","26 Apr 2024","0","77","74","74","-3","11700","867000","6","19","75","100","74","1300","232848000","232848000","14599570","0","0","0","0","0"
"597","MTWI","Malacca Trust Wuwungan Insurance Tbk.","--U-2100000000G412------------","82","0","26 Apr 2024","0","86","75","83","1","1128300","94163000","166","85.4","84","1000","83","122900","2924486639","2924486639","219336498","50900","110300","0","0","0"
"598","MUTU","Mutuagung Lestari Tbk.","--U-2130000000C232------------","80","0","26 Apr 2024","0","81","52","80","0","2801300","221487100","211","74.1","80","318900","79","270600","3142866212","942866212","942858779","90000","195900","0","0","0"
"599","MYOH","Samindo Resources Tbk.","--U-1135000000A132------------","2100","0","26 Apr 2024","0","2090","2050","2090","-10","293400","610901000","170","248.9","2090","4200","2050","3200","2206312500","2206312500","689472656","190000","1400","0","0","0"
"600","MYOR","Mayora Indah Tbk.","--M-1M7NF33000D222------------","2450","0","26 Apr 2024","0","2470","2360","2420","-30","6242600","15084144000","1958","12106.1","2420","23400","2410","72600","22358699725","22358699725","3463362587","3573700","492800","0","0","0"
"601","MYRX","Hanson International Tbk.","--U-4105000000H111B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","34.1","0","0","0","0","86703220792","86703220792","57648971505","0","0","0","0","0"
"602","MYRXP","Saham Seri B Hanson International Tbk.","--U-4100000000H111B--L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","40","0","0","0","0","1120995000","1120995000","650961797","0","0","0","0","0"
"603","MYTX","Asia Pacific Investama Tbk.","--U-4100000000E413-E---------X","22","0","26 Apr 2024","0","22","20","20","-2","8400","184000","4","3","22","31200","20","19600","7747281949","7747281949","437721430","0","0","0","0","0"
"604","NANO","Nanotech Indonesia Global Tbk.","--U-3000000000D421------------","14","0","26 Apr 2024","0","14","13","14","0","825100","10968600","42","14","14","1274100","13","3083600","4285215951","4285215951","0","0","0","0","0","0"
"605","NASA","Andalan Perkasa Abadi Tbk.","--U-4130000000H111-----------X","13","0","26 Apr 2024","0","13","12","12","-1","584200","7522800","18","11.7","13","654900","12","46000","11004929322","11004929322","6304724009","0","0","0","0","0"
"606","NASI","Wahana Inti Makmur Tbk.","--U-2130000000D222------------","72","0","26 Apr 2024","0","84","70","75","3","140347700","10966295900","10583","48.4","76","58200","74","1157100","807400000","807400000","238990400","0","0","0","0","0"
"607","NATO","Surya Permata Andalan Tbk.","--U-2105000000E512------------","156","0","26 Apr 2024","0","156","154","154","-2","75200","11659600","44","149.5","154","23400","153","37700","8001111504","8001111504","4423814551","18700","0","0","0","0"
"608","NAYZ","Hassana Boga Sejahtera Tbk.","--U-3000000000D222------------","21","0","26 Apr 2024","0","21","20","21","0","162300","3257700","26","21","21","2278300","20","107600","2550011472","2550011472","0","0","0","0","0","0"
"609","NCKL","Trimegah Bangun Persada Tbk.","--M-1130401000B146------------","930","0","26 Apr 2024","0","950","895","950","20","21247900","19654742000","2353","76","950","1967200","940","1500","63098600000","63098600000","7994592620","2321800","2383400","0","0","0"
"610","NELY","Pelayaran Nelly Dwi Putri Tbk.","--M-2135000000K211------------","490","0","26 Apr 2024","0","490","480","484","-6","1665400","805988400","383","288.1","484","116400","482","8400","2350000000","2350000000","224190000","68500","300","0","0","0"
"611","NETV","Net Visi Media Tbk.","--U-4105000000E612-E---------X","36","0","26 Apr 2024","0","39","36","39","3","851800","32363200","35","19.9","39","361300","38","522300","23453177240","23453177240","2851906352","0","0","0","0","0"
"612","NFCX","NFC Indonesia Tbk.","--U-2135000000I111------------","1195","0","26 Apr 2024","0","1400","1125","1200","5","131100","154536000","195","64.9","1220","500","1195","5100","666667500","666667500","215400269","3800","12800","0","0","0"
"613","NICE","Adhi Kartiko Pratama Tbk.","--U-2130000000B146------------","760","0","26 Apr 2024","0","765","720","720","-40","16948700","12561741500","1616","164.4","725","600","720","263900","6082020000","6082020000","1216404000","2903400","2028800","0","0","0"
"614","NICK","Charnic Capital Tbk.","--U-2100000000G512------------","260","0","26 Apr 2024","0","270","252","264","4","600","155000","5","132","264","3200","250","500","651150000","651150000","117793035","0","0","0","0","0"
"615","NICL","PAM Mineral Tbk.","--S-2135400000B146------------","153","0","26 Apr 2024","0","164","153","155","2","8744500","1381111600","1155","155","155","245400","154","392600","10635644907","10635644907","2972662752","1086600","0","0","0","0"
"616","NIKL","Pelat Timah Nusantara Tbk.","--U-4130000000B146-----------X","456","0","26 Apr 2024","0","500","496","496","40","1022400","509142000","325","152.6","496","276800","490","9500","2523350000","2523350000","368156765","0","0","0","0","0"
"617","NINE","Techno9 Indonesia Tbk.","--U-3000000000I221------------","5","0","26 Apr 2024","0","6","5","5","0","639100","3773300","56","6.7","6","10522900","5","2717300","2157000000","2157000000","0","0","0","0","0","0"
"618","NIPS","Nipress Tbk.","--U-4100000000E111B--L---Y---X","282","0","26 Apr 2024","0","0","0","282","0","0","0","0","205.2","0","0","0","0","1635333332","1635333332","618319533","0","0","0","0","0"
"619","NIRO","City Retail Developments Tbk.","--U-2135000000H111---L--------","140","0","26 Apr 2024","0","141","141","141","1","1100","155100","2","134.3","141","199000","140","1200","22198871804","22198871804","5549717951","0","1000","33600000","5880300000","3"
"620","NISP","Bank OCBC NISP Tbk.","--M-1855000000G111------------","1295","0","26 Apr 2024","0","1295","1255","1255","-40","7795200","9898203000","2625","1520.8","1260","1600","1255","13400","22715776032","22715776032","3148406558","2568600","366500","0","0","0"
"621","NOBU","Bank Nationalnobu Tbk.","--M-1105000000G111------------","750","0","26 Apr 2024","0","790","755","755","5","2007600","1529655000","175","217.4","760","6500","755","185700","7403659460","7403659460","852901570","347000","1277200","0","0","0"
"622","NPGF","Nusa Palapa Gemilang Tbk.","--U-1130000000B112---L--------","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","50","50","12086900","0","0","3240235840","3240235840","648047168","0","0","30000","1230000","1"
"623","NRCA","Nusa Raya Cipta Tbk.","--U-1130000000J211------------","348","0","26 Apr 2024","0","350","344","346","-2","552900","191016600","125","40.7","346","1200","344","48800","2496258344","2496258344","265851514","0","31300","0","0","0"
"624","NSSS","Nusantara Sawit Sejahtera Tbk.","--U-2105000000D232------------","210","0","26 Apr 2024","0","208","191","202","-8","15226300","3055279400","741","159.1","202","270300","200","547700","23798284179","23798284179","9087351706","9452300","831800","110214600","21653131300","3"
"625","NTBK","Nusatama Berkah Tbk.","--U-2130000000C141------------","50","0","26 Apr 2024","0","50","50","50","0","1200","60000","3","50","50","19471100","0","0","2700064877","2700064877","747647964","0","0","0","0","0"
"626","NUSA","Sinergi Megah Internusa Tbk.","--U-4100000000E512---L---Y---X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","33.3","0","0","0","0","7700000148","7700000148","4383610084","0","0","0","0","0"
"627","NZIA","Nusantara Almazia Tbk.","--U-1130000000H111------------","65","0","26 Apr 2024","0","68","60","65","0","464700","30255100","89","29.5","66","73300","65","66500","2197540705","2197540705","461263794","0","2500","0","0","0"
"628","OASA","Maharaksa Biru Energi Tbk.","--U-2130000000J321---L--------","126","0","26 Apr 2024","0","128","124","124","-2","65483000","8313372700","657","333.7","125","10000","124","561000","6347220000","6347220000","2487475518","921000","42104000","0","0","0"
"629","OBMD","OBM Drilchem Tbk.","--M-2130000000B113------------","268","0","26 Apr 2024","0","274","266","266","-2","345700","92447400","54","147.8","266","33000","262","2300","805992931","805992931","145884721","96600","0","0","0","0"
"630","OCAP","Onix Capital Tbk.","--U-4100000000G511-ED-S------X","159","0","26 Apr 2024","0","0","0","159","0","0","0","0","79.5","0","0","0","0","273200000","273200000","32784000","0","0","0","0","0"
"631","OILS","Indo Oil Perkasa Tbk.","--U-2130000000D232------------","96","0","26 Apr 2024","0","97","92","94","-2","470100","44412500","113","34.8","95","98000","94","92400","454056563","454056563","132720733","0","0","0","0","0"
"632","OKAS","Ancora Indonesia Resources Tbk.","--U-2100000000B111------------","81","0","26 Apr 2024","0","82","75","80","-1","1564200","125018200","135","200.2","81","144100","80","23700","2373449165","2373449165","501747153","0","0","0","0","0"
"633","OLIV","Oscar Mitra Sukses Sejahtera Tbk.","--U-3000000000E211------------","6","0","26 Apr 2024","0","7","5","5","-1","749300","3791000","38","5","6","51800","5","7570700","1900073314","1900073314","0","0","0","0","0","0"
"634","OMED","Jayamas Medica Industri Tbk.","--M-1135000000F112------------","199","0","26 Apr 2024","0","199","198","198","-1","1777500","351952100","48","97.1","199","279500","198","395000","27058850000","27058850000","3598827050","600000","0","0","0","0"
"635","OMRE","Indonesia Prima Property Tbk","--U-2135000000H111------------","468","0","26 Apr 2024","0","0","0","468","0","0","0","0","30","525","2100","450","3500","2945211000","2945211000","503925602","0","0","0","0","0"
